,0,1
0,Delivery,Positive
1,Delivery,Positive
2,Delivery,Positive
3,Delivery,Positive
4,Delivery,Positive
5,Delivery,Positive
6,Delivery,Positive
7,Delivery,Wrong Item
8,Delivery,Positive
9,Delivery,Positive
10,Delivery,Positive
11,Delivery,Positive
12,Delivery,Deffect
13,Delivery,Positive
14,Delivery,Positive
15,Delivery,Positive
16,Delivery,Positive
17,Delivery,Positive
18,Delivery,Positive
19,Delivery,Positive
20,Delivery,Positive
21,Delivery,Positive
22,Delivery,Positive
23,Delivery,Positive
24,Delivery,Positive
25,Delivery,Positive
26,Delivery,Deffect
27,Delivery,Positive
28,Positive,Delivery
29,Delivery,Positive
30,Delivery,Positive
31,Delivery,Positive
32,Delivery,Positive
33,Delivery,Positive
34,Delivery,Positive
35,Delivery,Positive
36,Delivery,Positive
37,Delivery,Positive
38,Delivery,Positive
39,Delivery,Deffect
40,Delivery,Positive
41,Delivery,Positive
42,Delivery,Positive
43,Delivery,Positive
44,Delivery,Positive
45,Delivery,Positive
46,Delivery,Others
47,Delivery,Positive
48,Delivery,Wrong Item
49,Delivery,Positive
50,Delivery,Positive
51,Delivery,Positive
52,Delivery,Positive
53,Delivery,Positive
54,Delivery,Positive
55,Delivery,Positive
56,Delivery,Positive
57,Delivery,Positive
58,Delivery,Positive
59,Delivery,Positive
60,Delivery,Positive
61,Delivery,Positive
62,Delivery,Positive
63,Delivery,Wrong Item
64,Delivery,Positive
65,Delivery,Wrong Item
66,Delivery,Positive
67,Delivery,Positive
68,Delivery,Positive
69,Delivery,Positive
70,Delivery,Positive
71,Delivery,Positive
72,Delivery,Positive
73,Delivery,Positive
74,Delivery,Positive
75,Delivery,Positive
76,Delivery,Positive
77,Delivery,Positive
78,Delivery,Positive
79,Delivery,Positive
80,Delivery,Positive
81,Delivery,Positive
82,Delivery,Positive
83,Delivery,Positive
84,Delivery,Positive
85,Delivery,Positive
86,Delivery,Positive
87,Delivery,Positive
88,Positive,Delivery
89,Delivery,Positive
90,Delivery,Positive
91,Delivery,Positive
92,Delivery,Positive
93,Delivery,Positive
94,Delivery,Positive
95,Delivery,Positive
96,Delivery,Deffect
97,Delivery,Positive
98,Delivery,Positive
99,Delivery,Positive
100,Delivery,Positive
101,Delivery,Positive
102,Delivery,Missing Items
103,Delivery,Positive
104,Delivery,Positive
105,Delivery,Missing Items
106,Delivery,Wrong Item
107,Delivery,Others
108,Delivery,Positive
109,Delivery,Missing Items
110,Delivery,Deffect
111,Delivery,Missing Items
112,Delivery,Missing Items
113,Delivery,Missing Items
114,Delivery,Positive
115,Delivery,Positive
116,Delivery,Wrong Item
117,Delivery,Positive
118,Delivery,Missing Items
119,Delivery,Positive
120,Delivery,Positive
121,Wrong Item,Delivery
122,Delivery,Positive
123,Delivery,Positive
124,Delivery,Positive
125,Delivery,Positive
126,Delivery,Positive
127,Delivery,Positive
128,Delivery,Positive
129,Delivery,Positive
130,Delivery,Positive
131,Delivery,Positive
132,Delivery,Positive
133,Delivery,Positive
134,Delivery,Positive
135,Delivery,Deffect
136,Delivery,Positive
137,Delivery,Positive
138,Positive,Delivery
139,Delivery,Positive
140,Delivery,Wrong Item
141,Delivery,Deffect
142,Delivery,Positive
143,Delivery,Positive
144,Delivery,Positive
145,Delivery,Positive
146,Delivery,Positive
147,Delivery,Missing Items
148,Delivery,Wrong Item
149,Delivery,Others
150,Positive,Delivery
151,Delivery,Missing Items
152,Delivery,Positive
153,Delivery,Positive
154,Delivery,Deffect
155,Delivery,Positive
156,Delivery,Wrong Item
157,Delivery,Positive
158,Delivery,Positive
159,Delivery,Positive
160,Delivery,Positive
161,Delivery,Positive
162,Delivery,Company
163,Delivery,Positive
164,Delivery,Missing Items
165,Delivery,Positive
166,Delivery,Others
167,Delivery,Positive
168,Delivery,Positive
169,Delivery,Positive
170,Delivery,Wrong Item
171,Delivery,Positive
172,Delivery,Positive
173,Delivery,Positive
174,Delivery,Positive
175,Delivery,Positive
176,Delivery,Positive
177,Delivery,Deffect
178,Delivery,Deffect
179,Delivery,Positive
