,0,1
0,Deffect,Wrong Item
1,Deffect,Wrong Item
2,Deffect,Wrong Item
3,Deffect,Wrong Item
4,Deffect,Wrong Item
5,Deffect,Wrong Item
6,Deffect,Wrong Item
7,Deffect,Wrong Item
8,Deffect,Wrong Item
9,Deffect,Wrong Item
10,Deffect,Wrong Item
11,Deffect,Wrong Item
12,Deffect,Wrong Item
13,Deffect,Wrong Item
14,Deffect,Wrong Item
15,Deffect,Wrong Item
16,Deffect,Wrong Item
17,Deffect,Wrong Item
18,Deffect,Wrong Item
19,Deffect,Wrong Item
20,Deffect,Wrong Item
21,Deffect,Wrong Item
22,Deffect,Wrong Item
23,Deffect,Wrong Item
24,Deffect,Wrong Item
25,Deffect,Wrong Item
26,Deffect,Wrong Item
27,Deffect,Wrong Item
28,Positive,Company
29,Positive,Missing Items
30,Company,Missing Items
31,Missing Items,Wrong Item
32,Positive,Delivery
33,Missing Items,Delivery
34,Wrong Item,Missing Items
35,Missing Items,Delivery
36,Deffect,Others
37,Positive,Others
38,Positive,Others
39,Positive,Company
40,Positive,Others
41,Delivery,Missing Items
42,Positive,Delivery
43,Missing Items,Others
44,Positive,Missing Items
45,Delivery,Missing Items
46,Positive,Missing Items
47,Positive,Company
48,Positive,Others
49,Positive,Others
50,Positive,Delivery
51,Positive,Company
52,Positive,Company
53,Positive,Company
54,Positive,Company
55,Positive,Delivery
56,Positive,Company
57,Positive,Company
58,Positive,Company
59,Positive,Company
60,Positive,Missing Items
61,Positive,Delivery
62,Positive,Missing Items
63,Positive,Missing Items
64,Positive,Missing Items
65,Positive,Missing Items
66,Positive,Missing Items
67,Positive,Missing Items
68,Positive,Missing Items
69,Positive,Missing Items
70,Positive,Missing Items
71,Positive,Missing Items
72,Positive,Missing Items
73,Positive,Missing Items
74,Positive,Missing Items
75,Positive,Missing Items
76,Positive,Missing Items
77,Positive,Missing Items
78,Positive,Missing Items
79,Positive,Missing Items
80,Positive,Missing Items
81,Positive,Missing Items
82,Positive,Missing Items
83,Positive,Missing Items
84,Positive,Missing Items
85,Positive,Missing Items
86,Positive,Missing Items
87,Positive,Missing Items
88,Positive,Missing Items
89,Positive,Missing Items
90,Positive,Missing Items
91,Positive,Missing Items
92,Positive,Missing Items
93,Deffect,Wrong Item
94,Deffect,Wrong Item
95,Wrong Item,Missing Items
96,Delivery,Positive
97,Delivery,Positive
98,Delivery,Positive
99,Positive,Others
100,Positive,Others
101,Positive,Others
102,Positive,Others
103,Delivery,Others
104,Positive,Delivery
105,Positive,Delivery
106,Positive,Others
107,Delivery,Positive
108,Positive,Delivery
109,Positive,Others
110,Positive,Delivery
111,Positive,Others
112,Wrong Item,Missing Items
113,Positive,Others
114,Deffect,Missing Items
115,Positive,Company
116,Positive,Company
117,Positive,Others
118,Missing Items,Delivery
119,Positive,Company
120,Positive,Company
121,Positive,Company
122,Delivery,Positive
123,Positive,Company
124,Positive,Delivery
125,Positive,Missing Items
126,Positive,Others
127,Positive,Missing Items
128,Positive,Missing Items
129,Wrong Item,Deffect
130,Company,Delivery
131,Missing Items,Delivery
132,Missing Items,Delivery
133,Missing Items,Company
134,Missing Items,Company
135,Missing Items,Delivery
136,Missing Items,Delivery
137,Missing Items,Delivery
138,Delivery,Missing Items
139,Positive,Delivery
140,Delivery,Missing Items
141,Missing Items,Positive
142,Positive,Company
143,Missing Items,Positive
144,Missing Items,Wrong Item
145,Company,Missing Items
146,Missing Items,Delivery
147,Missing Items,Positive
148,Delivery,Missing Items
149,Delivery,Company
150,Delivery,Missing Items
151,Missing Items,Wrong Item
152,Delivery,Missing Items
153,Missing Items,Wrong Item
154,Positive,Delivery
155,Delivery,Missing Items
156,Delivery,Others
157,Delivery,Missing Items
158,Positive,Delivery
159,Delivery,Positive
160,Delivery,Positive
161,Positive,Delivery
162,Positive,Delivery
163,Delivery,Positive
164,Delivery,Positive
165,Positive,Delivery
166,Delivery,Positive
167,Delivery,Positive
168,Delivery,Positive
169,Delivery,Positive
170,Delivery,Positive
171,Delivery,Positive
172,Delivery,Positive
173,Delivery,Positive
174,Delivery,Positive
175,Delivery,Positive
176,Positive,Delivery
177,Delivery,Positive
178,Delivery,Positive
179,Delivery,Positive
180,Delivery,Positive
181,Delivery,Positive
182,Positive,Delivery
183,Missing Items,Delivery
184,Missing Items,Delivery
185,Positive,Delivery
186,Missing Items,Delivery
187,Delivery,Missing Items
188,Delivery,Missing Items
189,Positive,Company
190,Missing Items,Delivery
191,Positive,Others
192,Delivery,Positive
193,Delivery,Missing Items
194,Positive,Deffect
195,Delivery,Positive
196,Wrong Item,Missing Items
197,Positive,Deffect
198,Wrong Item,Missing Items
199,Wrong Item,Missing Items
200,Missing Items,Wrong Item
201,Positive,Company
202,Delivery,Missing Items
203,Positive,Company
204,Positive,Delivery
205,Wrong Item,Others
206,Others,Wrong Item
207,Company,Delivery
208,Positive,Others
209,Wrong Item,Missing Items
210,Missing Items,Deffect
211,Positive,Others
212,Positive,Delivery
213,Positive,Missing Items
214,Delivery,Missing Items
215,Missing Items,Delivery
216,Delivery,Positive
217,Positive,Others
218,Positive,Others
219,Wrong Item,Delivery
220,Delivery,Company
221,Delivery,Others
222,Delivery,Positive
223,Positive,Delivery
224,Delivery,Others
225,Missing Items,Company
226,Positive,Delivery
227,Delivery,Wrong Item
228,Delivery,Others
229,Positive,Delivery
230,Positive,Delivery
231,Positive,Company
232,Delivery,Positive
233,Delivery,Missing Items
234,Others,Missing Items
235,Positive,Others
236,Missing Items,Deffect
237,Positive,Company
238,Positive,Missing Items
239,Deffect,Missing Items
240,Positive,Deffect
241,Missing Items,Deffect
242,Wrong Item,Deffect
243,Missing Items,Deffect
244,Deffect,Wrong Item
245,Missing Items,Wrong Item
246,Positive,Others
247,Positive,Missing Items
248,Positive,Others
249,Positive,Missing Items
250,Company,Positive
251,Positive,Company
252,Positive,Company
253,Delivery,Positive
254,Delivery,Positive
255,Positive,Missing Items
256,Positive,Delivery
257,Positive,Others
258,Positive,Others
259,Positive,Delivery
260,Positive,Company
261,Positive,Delivery
262,Positive,Delivery
263,Delivery,Positive
264,Positive,Others
265,Positive,Delivery
266,Positive,Delivery
267,Positive,Others
268,Positive,Others
269,Positive,Company
270,Positive,Company
271,Positive,Delivery
272,Positive,Delivery
273,Positive,Delivery
274,Positive,Others
275,Positive,Others
276,Positive,Delivery
277,Positive,Delivery
278,Positive,Company
279,Positive,Others
280,Positive,Delivery
281,Positive,Delivery
282,Positive,Company
283,Positive,Company
284,Positive,Others
285,Positive,Others
286,Positive,Others
287,Positive,Delivery
288,Delivery,Positive
289,Positive,Missing Items
290,Delivery,Positive
291,Positive,Others
292,Positive,Others
293,Positive,Others
294,Positive,Others
