,0,1
0,Wrong Item,Others
1,Missing Items,Wrong Item
2,Delivery,Positive
3,Missing Items,Positive
4,Delivery,Others
5,Wrong Item,Missing Items
6,Positive,Delivery
7,Missing Items,Delivery
8,Wrong Item,Missing Items
9,Wrong Item,Missing Items
10,Wrong Item,Deffect
11,Missing Items,Delivery
12,Missing Items,Wrong Item
13,Wrong Item,Missing Items
14,Wrong Item,Missing Items
15,Delivery,Missing Items
16,Wrong Item,Missing Items
17,Missing Items,Wrong Item
18,Wrong Item,Missing Items
19,Delivery,Positive
20,Missing Items,Others
21,Wrong Item,Delivery
22,Wrong Item,Deffect
23,Positive,Missing Items
24,Missing Items,Positive
25,Positive,Company
26,Positive,Company
27,Missing Items,Others
28,Positive,Others
29,Positive,Delivery
30,Positive,Delivery
31,Wrong Item,Missing Items
32,Wrong Item,Missing Items
33,Delivery,Positive
34,Delivery,Missing Items
35,Delivery,Missing Items
36,Delivery,Positive
37,Missing Items,Wrong Item
38,Missing Items,Wrong Item
39,Positive,Deffect
40,Delivery,Positive
41,Positive,Delivery
42,Others,Delivery
43,Wrong Item,Missing Items
44,Wrong Item,Delivery
45,Missing Items,Delivery
46,Delivery,Missing Items
47,Positive,Delivery
48,Delivery,Positive
49,Positive,Delivery
50,Delivery,Wrong Item
51,Wrong Item,Missing Items
52,Delivery,Others
53,Positive,Company
54,Delivery,Positive
55,Delivery,Positive
56,Delivery,Positive
57,Delivery,Others
58,Positive,Others
59,Delivery,Positive
60,Positive,Delivery
61,Delivery,Wrong Item
62,Delivery,Positive
63,Delivery,Positive
64,Delivery,Wrong Item
65,Delivery,Wrong Item
66,Positive,Delivery
67,Delivery,Missing Items
68,Delivery,Positive
69,Delivery,Positive
70,Delivery,Wrong Item
71,Delivery,Missing Items
72,Delivery,Wrong Item
73,Delivery,Wrong Item
74,Delivery,Company
75,Delivery,Wrong Item
76,Delivery,Wrong Item
77,Delivery,Positive
78,Delivery,Positive
79,Delivery,Positive
80,Delivery,Positive
81,Delivery,Positive
82,Delivery,Positive
83,Delivery,Positive
84,Delivery,Missing Items
85,Delivery,Positive
86,Delivery,Company
87,Delivery,Deffect
88,Delivery,Positive
89,Delivery,Positive
90,Delivery,Positive
91,Delivery,Positive
92,Delivery,Wrong Item
93,Delivery,Wrong Item
94,Delivery,Positive
95,Delivery,Missing Items
96,Delivery,Wrong Item
97,Delivery,Wrong Item
98,Delivery,Positive
99,Delivery,Others
100,Positive,Delivery
101,Delivery,Wrong Item
102,Delivery,Others
103,Positive,Delivery
104,Delivery,Positive
105,Delivery,Positive
106,Delivery,Others
107,Delivery,Positive
108,Delivery,Deffect
109,Delivery,Positive
110,Delivery,Positive
111,Delivery,Others
112,Delivery,Positive
113,Delivery,Missing Items
114,Delivery,Positive
115,Delivery,Positive
116,Delivery,Wrong Item
117,Delivery,Wrong Item
118,Delivery,Missing Items
119,Delivery,Positive
120,Delivery,Positive
121,Delivery,Positive
122,Positive,Delivery
123,Delivery,Positive
124,Delivery,Positive
125,Delivery,Positive
126,Delivery,Positive
127,Delivery,Positive
128,Delivery,Missing Items
129,Positive,Delivery
130,Delivery,Deffect
131,Delivery,Positive
132,Delivery,Positive
133,Delivery,Deffect
134,Delivery,Missing Items
135,Positive,Delivery
136,Delivery,Positive
137,Delivery,Positive
138,Delivery,Company
139,Delivery,Missing Items
140,Delivery,Positive
141,Positive,Delivery
142,Positive,Delivery
143,Delivery,Positive
144,Delivery,Positive
145,Delivery,Wrong Item
146,Delivery,Positive
147,Delivery,Positive
148,Delivery,Positive
149,Delivery,Wrong Item
150,Delivery,Positive
151,Delivery,Positive
152,Delivery,Positive
153,Delivery,Positive
154,Delivery,Missing Items
155,Delivery,Wrong Item
156,Delivery,Positive
157,Delivery,Positive
158,Delivery,Positive
159,Delivery,Missing Items
160,Delivery,Positive
161,Delivery,Others
162,Delivery,Positive
163,Delivery,Positive
164,Delivery,Positive
165,Delivery,Positive
166,Delivery,Positive
167,Delivery,Positive
168,Positive,Delivery
169,Delivery,Positive
170,Delivery,Positive
171,Delivery,Missing Items
172,Delivery,Deffect
173,Delivery,Wrong Item
174,Delivery,Wrong Item
175,Delivery,Positive
176,Positive,Delivery
177,Delivery,Missing Items
178,Delivery,Positive
179,Delivery,Positive
180,Delivery,Positive
181,Delivery,Deffect
182,Positive,Delivery
183,Delivery,Positive
184,Delivery,Positive
