,0,1
0,Missing Items,Delivery
1,Delivery,Positive
2,Delivery,Positive
3,Wrong Item,Missing Items
4,Delivery,Positive
5,Positive,Delivery
6,Delivery,Positive
7,Delivery,Positive
8,Delivery,Positive
9,Delivery,Positive
10,Company,Delivery
11,Delivery,Positive
12,Delivery,Positive
13,Positive,Delivery
14,Delivery,Positive
15,Delivery,Positive
16,Delivery,Deffect
17,Delivery,Positive
18,Delivery,Positive
19,Positive,Delivery
20,Positive,Delivery
21,Positive,Delivery
22,Positive,Delivery
23,Delivery,Positive
24,Positive,Delivery
25,Delivery,Positive
26,Delivery,Positive
27,Delivery,Positive
28,Delivery,Deffect
29,Company,Deffect
30,Company,Positive
31,Positive,Company
32,Delivery,Missing Items
33,Delivery,Positive
34,Missing Items,Wrong Item
35,Wrong Item,Deffect
36,Positive,Company
37,Positive,Company
38,Others,Positive
39,Positive,Delivery
40,Delivery,Positive
41,Positive,Delivery
42,Positive,Delivery
43,Positive,Others
44,Positive,Others
45,Positive,Others
46,Positive,Delivery
47,Positive,Others
48,Positive,Missing Items
49,Positive,Others
50,Positive,Others
51,Positive,Deffect
52,Positive,Wrong Item
53,Positive,Others
54,Positive,Delivery
55,Positive,Others
56,Delivery,Positive
57,Positive,Company
58,Positive,Others
59,Positive,Delivery
60,Positive,Others
61,Positive,Company
62,Positive,Others
63,Positive,Others
64,Positive,Others
65,Positive,Others
66,Positive,Others
67,Positive,Others
68,Positive,Missing Items
69,Positive,Others
70,Positive,Delivery
71,Positive,Delivery
72,Positive,Wrong Item
73,Positive,Deffect
74,Positive,Deffect
75,Positive,Delivery
76,Delivery,Positive
77,Positive,Missing Items
78,Positive,Delivery
79,Positive,Missing Items
80,Positive,Delivery
81,Positive,Company
82,Delivery,Positive
83,Positive,Others
84,Positive,Others
85,Delivery,Positive
86,Positive,Others
87,Positive,Others
88,Positive,Others
89,Positive,Others
90,Positive,Others
91,Positive,Others
92,Positive,Others
93,Positive,Others
94,Positive,Others
95,Positive,Others
96,Positive,Deffect
97,Positive,Company
98,Delivery,Positive
99,Positive,Delivery
100,Missing Items,Delivery
101,Positive,Others
102,Missing Items,Positive
103,Positive,Missing Items
104,Positive,Others
105,Positive,Delivery
106,Positive,Delivery
107,Wrong Item,Others
108,Positive,Delivery
109,Positive,Others
110,Positive,Delivery
111,Delivery,Missing Items
112,Positive,Others
113,Positive,Others
114,Positive,Others
115,Positive,Others
116,Positive,Others
117,Positive,Others
118,Positive,Others
119,Positive,Others
120,Delivery,Positive
121,Positive,Others
122,Delivery,Positive
123,Positive,Others
124,Positive,Delivery
125,Positive,Company
126,Delivery,Positive
127,Positive,Company
128,Positive,Delivery
129,Wrong Item,Delivery
130,Positive,Company
131,Positive,Company
132,Positive,Company
133,Positive,Company
134,Positive,Company
135,Positive,Missing Items
136,Positive,Delivery
137,Positive,Delivery
138,Positive,Delivery
139,Positive,Others
140,Positive,Others
141,Positive,Wrong Item
142,Wrong Item,Deffect
143,Others,Positive
144,Positive,Missing Items
145,Positive,Deffect
146,Positive,Delivery
147,Positive,Company
148,Positive,Company
149,Positive,Delivery
150,Positive,Delivery
151,Positive,Others
152,Positive,Company
153,Positive,Delivery
154,Delivery,Positive
155,Positive,Delivery
156,Positive,Company
157,Positive,Delivery
158,Positive,Others
159,Positive,Others
160,Positive,Others
161,Positive,Others
162,Positive,Others
163,Positive,Others
164,Positive,Others
165,Positive,Others
166,Positive,Others
167,Positive,Others
168,Positive,Others
169,Positive,Others
170,Positive,Others
171,Positive,Others
172,Positive,Others
173,Positive,Others
174,Positive,Others
175,Positive,Company
176,Positive,Delivery
177,Positive,Company
178,Positive,Delivery
179,Positive,Missing Items
180,Positive,Delivery
181,Positive,Others
182,Positive,Delivery
183,Positive,Others
184,Positive,Others
185,Positive,Company
186,Positive,Company
187,Positive,Delivery
188,Positive,Others
189,Positive,Missing Items
190,Positive,Others
191,Positive,Company
192,Positive,Missing Items
193,Positive,Delivery
194,Delivery,Positive
195,Positive,Delivery
196,Delivery,Positive
197,Positive,Delivery
198,Positive,Delivery
199,Positive,Delivery
200,Positive,Delivery
201,Positive,Delivery
202,Positive,Company
203,Positive,Company
204,Positive,Delivery
205,Positive,Delivery
206,Positive,Delivery
207,Positive,Others
208,Positive,Others
209,Positive,Company
210,Positive,Others
211,Positive,Others
212,Positive,Others
213,Positive,Others
214,Positive,Others
215,Positive,Company
216,Positive,Delivery
217,Positive,Others
218,Positive,Delivery
219,Positive,Others
220,Positive,Others
221,Positive,Others
222,Positive,Missing Items
223,Positive,Others
224,Positive,Delivery
225,Positive,Delivery
226,Positive,Others
227,Positive,Company
228,Positive,Company
229,Positive,Delivery
230,Positive,Company
231,Positive,Delivery
232,Positive,Delivery
233,Positive,Delivery
234,Positive,Delivery
235,Positive,Delivery
236,Positive,Delivery
237,Positive,Delivery
238,Positive,Company
239,Positive,Company
240,Positive,Delivery
241,Positive,Company
242,Positive,Others
243,Positive,Others
244,Positive,Delivery
245,Positive,Company
246,Positive,Others
247,Positive,Delivery
248,Positive,Others
249,Positive,Others
250,Positive,Others
251,Positive,Delivery
252,Positive,Others
253,Positive,Others
254,Positive,Others
255,Positive,Others
256,Positive,Others
257,Positive,Others
258,Positive,Others
259,Positive,Others
260,Positive,Others
261,Positive,Others
262,Positive,Others
263,Positive,Others
264,Positive,Others
265,Positive,Others
266,Positive,Others
267,Positive,Others
268,Positive,Others
269,Positive,Others
270,Positive,Others
271,Positive,Others
272,Positive,Others
273,Positive,Others
274,Positive,Others
275,Positive,Others
276,Positive,Others
277,Positive,Others
278,Positive,Others
279,Positive,Others
280,Positive,Others
281,Positive,Others
282,Positive,Delivery
283,Positive,Delivery
284,Others,Positive
285,Positive,Company
286,Positive,Delivery
287,Positive,Delivery
288,Positive,Company
289,Positive,Delivery
290,Positive,Company
291,Positive,Company
292,Positive,Delivery
293,Positive,Delivery
294,Positive,Deffect
295,Positive,Deffect
296,Positive,Delivery
297,Others,Delivery
298,Positive,Company
299,Positive,Delivery
300,Missing Items,Positive
301,Positive,Delivery
302,Positive,Others
303,Missing Items,Deffect
304,Positive,Others
