,0,1
0,Positive,Others
1,Positive,Others
2,Positive,Others
3,Positive,Others
4,Positive,Others
5,Positive,Others
6,Positive,Others
7,Positive,Others
8,Positive,Others
9,Positive,Others
10,Positive,Others
11,Positive,Others
12,Positive,Others
13,Positive,Others
14,Positive,Others
15,Positive,Others
16,Positive,Others
17,Positive,Others
18,Positive,Others
19,Positive,Others
20,Positive,Others
21,Positive,Others
22,Positive,Others
23,Positive,Others
24,Positive,Others
25,Positive,Others
26,Positive,Others
27,Positive,Others
28,Positive,Others
29,Positive,Others
30,Positive,Others
31,Positive,Others
32,Positive,Others
33,Positive,Others
34,Positive,Others
35,Positive,Others
36,Positive,Others
37,Positive,Others
38,Positive,Others
39,Positive,Others
40,Positive,Others
41,Positive,Others
42,Positive,Others
43,Positive,Others
44,Positive,Others
45,Positive,Others
46,Positive,Others
47,Positive,Others
48,Positive,Others
49,Positive,Others
50,Positive,Others
51,Positive,Others
52,Positive,Others
53,Positive,Others
54,Positive,Others
55,Positive,Others
56,Positive,Delivery
57,Positive,Delivery
58,Positive,Others
59,Positive,Company
60,Positive,Company
61,Positive,Company
62,Positive,Company
63,Positive,Delivery
64,Positive,Delivery
65,Positive,Delivery
66,Positive,Delivery
67,Positive,Others
68,Positive,Delivery
69,Positive,Others
70,Positive,Delivery
71,Positive,Delivery
72,Positive,Others
73,Positive,Others
74,Positive,Others
75,Positive,Delivery
76,Positive,Others
77,Positive,Others
78,Positive,Others
79,Positive,Others
80,Positive,Others
81,Positive,Others
82,Positive,Others
83,Positive,Others
84,Positive,Others
85,Positive,Company
86,Positive,Others
87,Positive,Others
88,Positive,Others
89,Positive,Delivery
90,Positive,Delivery
91,Positive,Delivery
92,Positive,Others
93,Positive,Others
94,Positive,Company
95,Positive,Company
96,Positive,Company
97,Positive,Company
98,Positive,Delivery
99,Positive,Delivery
100,Positive,Delivery
101,Positive,Company
102,Positive,Delivery
103,Positive,Company
104,Positive,Company
105,Positive,Delivery
106,Positive,Delivery
107,Positive,Company
108,Delivery,Positive
109,Positive,Delivery
110,Positive,Delivery
111,Positive,Delivery
112,Positive,Delivery
113,Positive,Delivery
114,Positive,Company
115,Positive,Delivery
116,Positive,Company
117,Positive,Company
118,Positive,Company
119,Positive,Company
120,Positive,Company
121,Positive,Company
122,Positive,Company
123,Positive,Delivery
124,Positive,Company
125,Positive,Company
126,Positive,Company
127,Positive,Delivery
128,Positive,Company
129,Positive,Delivery
130,Positive,Company
131,Positive,Company
132,Positive,Company
133,Delivery,Positive
134,Positive,Delivery
135,Delivery,Positive
136,Positive,Delivery
137,Positive,Company
138,Positive,Company
139,Positive,Company
140,Positive,Company
141,Positive,Company
142,Positive,Delivery
143,Positive,Company
144,Positive,Company
145,Positive,Company
146,Positive,Company
147,Positive,Company
148,Positive,Company
149,Positive,Company
150,Positive,Company
151,Positive,Company
152,Positive,Company
